Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Natural killer cell mediated cytotoxicity	26/131	7.57894124322063e-20	1.80378801588651e-17	0	0	14.3516179171966	631.849042742625	ITGB2;PRF1;PIK3R1;ITGAL;FCGR3A;KLRK1;RAC2;MAPK1;KLRC1;FCER1G;KLRC2;KLRC3;KIR2DS5;SH2D1B;HLA-C;GZMB;HLA-A;KIR3DL2;ZAP70;NCR3;TYROBP;IFNG;KLRD1;PTPN6;CD247;HCST
Antigen processing and presentation	19/78	1.31287739525634e-16	1.56232410035504e-14	0	0	18.3278478517935	670.233639022105	PDIA3;KLRC2;KLRC3;KLRC4;KIR2DS5;HLA-C;HLA-A;KIR3DL2;HLA-F;KIR2DL4;CD8B;IFNG;CD8A;PSME1;PSME2;KLRD1;KLRC1;CALR;B2M
Regulation of actin cytoskeleton	28/218	4.43965638116993e-16	3.52212739572814e-14	0	0	8.55484681853888	302.420546364725	ITGB1;PXN;ITGB2;ARPC5L;BRK1;PIK3R1;ITGAL;ACTB;MYL12A;MYL12B;ACTG1;CDC42;TMSB4X;CFL1;RAC2;MAPK1;ITGB7;ACTR3;ITGA4;MSN;ACTN4;ARPC5;RHOA;PPP1CA;DIAPH1;ARPC2;ARPC3;PFN1
Leukocyte transendothelial migration	19/114	2.18669958149605e-13	1.30108625099015e-11	0	0	11.3616279069767	331.205233350551	ITGB1;ITGA4;TXK;PXN;ITGB2;MSN;CYBA;ACTN4;PIK3R1;ITGAL;ACTB;MYL12A;RHOA;ACTG1;MYL12B;RAP1B;CDC42;RAC2;CD99
Diabetic cardiomyopathy	23/203	2.8863353307278e-12	1.37389561742643e-10	0	0	7.31227124183007	194.294603909214	COX7B;TGFB1;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;CYBA;PIK3R1;UQCR10;COX6C;COX6A1;PPP1CA;NDUFS6;RAC2;COX2;COX1;CYTB;CTSD;ND5;ND4
Shigellosis	25/246	3.69346130866728e-12	1.46507298577135e-10	0	0	6.49816594821816	171.060690560457	ITGB1;ARF1;PXN;ARPC5L;PIK3R1;ACTB;MYL12A;MYL12B;ACTG1;PYCARD;CDC42;CCL5;CASP4;CAPN2;MAPK1;ACTR3;GABARAPL1;ACTN4;ARPC5;RHOA;DIAPH1;ARPC2;ARPC3;PFN1;TLN1
Yersinia infection	19/137	6.50349820916429e-12	2.21118939111586e-10	0	0	9.13630764682696	235.339233258488	ITGB1;ACTR3;ITGA4;PXN;ARPC5L;PIK3R1;ARPC5;ACTB;RHOA;ACTG1;PYCARD;CDC42;ZAP70;CD8B;ARPC2;CD8A;ARPC3;RAC2;MAPK1
Focal adhesion	21/201	1.21463494956879e-10	3.61353897496716e-09	0	0	6.63737816764133	151.540684690196	ITGB1;ITGA4;PXN;ACTN4;PIK3R1;ACTB;MYL12A;RHOA;MYL12B;PPP1CA;ACTG1;RAP1B;CDC42;DIAPH1;CCND3;RAC2;CAPN2;FLNA;MAPK1;ITGB7;TLN1
Parkinson disease	23/249	1.89803139698316e-10	5.01816735427851e-09	0	0	5.81016397709526	130.060716358622	XBP1;COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;UBE2L6;ND4L;UQCR10;PARK7;COX6C;COX6A1;PSMA4;NDUFS6;COX2;COX1;CYTB;CALM1;PRKACB;ND5;ND4
Prion disease	24/273	2.10847367826828e-10	5.01816735427851e-09	0	0	5.51245690727512	122.816914888654	COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;CYBA;PIK3R1;UQCR10;COX6C;COX6A1;PSMA4;NDUFS6;CCL5;RAC2;COX2;MAPK1;COX1;CYTB;PRKACB;ND5;ND4
Oxidative phosphorylation	17/133	3.15488971066927e-10	6.82603410126624e-09	0	0	8.26831273669524	180.885029341985	COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;UQCR10;COX6A1;COX6C;NDUFS6;COX2;COX1;CYTB;ND5;ND4
Pathogenic Escherichia coli infection	19/197	3.62694921113259e-09	7.19344926874631e-08	0	0	6.03803566762477	117.348462285462	ITGB1;ACTR3;ARF1;ARPC5L;BRK1;ARPC5;ACTB;RHOA;ACTG1;PYCARD;CDC42;SLC9A3R1;ARPC2;ARPC3;CASP4;MAPK1;PTPN6;MYO1F;MYO1G
T cell receptor signaling pathway	14/104	5.95671850204526e-09	1.09053769498982e-07	0	0	8.7124482648838	165.002845549256	CD3G;PIK3R1;CD3D;RHOA;CDC42;ZAP70;PTPRC;CD8B;IFNG;CD8A;MAPK1;MAP3K8;PTPN6;CD247
Thermogenesis	20/232	9.74999885109866e-09	1.65749980468677e-07	0	0	5.34270311898344	98.551494625759	COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;UQCR10;COX6C;COX6A1;ACTB;ACTG1;NDUFS6;COX2;COX1;CYTB;PRKACB;ND5;ND4
Tight junction	17/169	1.29548755016918e-08	2.01968193920563e-07	0	0	6.29839139032552	114.390084651189	ITGB1;ACTR3;ARPC5L;MSN;ACTN4;ARPC5;ACTB;MYL12A;RHOA;ACTG1;MYL12B;CDC42;SLC9A3R1;MYL6;ARPC2;ARPC3;PRKACB
Bacterial invasion of epithelial cells	12/77	1.35776937089454e-08	2.01968193920563e-07	0	0	10.2942800788955	186.479211418235	ITGB1;ACTR3;CDC42;ARPC2;ARPC3;PXN;ARPC5L;PIK3R1;ARPC5;ACTB;RHOA;ACTG1
Fc gamma R-mediated phagocytosis	13/97	2.20852408523194e-08	3.09193371932472e-07	0	0	8.6458843537415	152.412729797559	ACTR3;ARPC5L;PIK3R1;ARPC5;CDC42;FCGR3A;PTPRC;ARPC2;BIN1;ARPC3;CFL1;RAC2;MAPK1
Non-alcoholic fatty liver disease	16/155	2.40966773667457e-08	3.18611622960305e-07	0	0	6.46793688968134	113.455322014408	XBP1;COX7B;TGFB1;NDUFB7;NDUFA12;NDUFB2;NDUFA1;PIK3R1;UQCR10;COX6A1;COX6C;CDC42;NDUFS6;COX2;COX1;CYTB
Salmonella infection	20/249	3.2147610175622e-08	4.02691116936739e-07	0	0	4.94175461825404	85.259735251556	ACTR3;ARF1;ARPC5L;BRK1;ARPC5;ACTB;MYL12A;RHOA;MYL12B;ACTG1;HSP90B1;PYCARD;CDC42;PTPRC;ARPC2;ARPC3;CASP4;FLNA;MAPK1;PFN1
Graft-versus-host disease	9/42	5.08907902002819e-08	6.05600403383354e-07	0	0	15.1032357473035	253.637456213387	IFNG;PRF1;GZMB;HLA-C;KLRD1;KLRC1;HLA-A;KIR3DL2;HLA-F
Platelet activation	14/124	5.87334722115426e-08	6.65646018397483e-07	0	0	7.12107319614483	118.567692049228	ITGB1;FCER1G;PIK3R1;ACTB;MYL12A;RHOA;ACTG1;MYL12B;PPP1CA;RAP1B;VAMP8;MAPK1;TLN1;PRKACB
Human immunodeficiency virus 1 infection	18/212	6.81266052962435e-08	7.3700600275027e-07	0	0	5.22895562528014	86.2876924808329	PDIA3;APOBEC3G;PXN;HLA-C;CD3G;HLA-A;PIK3R1;HLA-F;CD3D;BST2;GNG2;CFL1;RAC2;MAPK1;CALR;CD247;CALM1;B2M
Alzheimer disease	24/369	7.88982618883067e-08	8.16425492583348e-07	0	0	3.95885597024497	64.7475115603582	XBP1;COX7B;NDUFB7;CSF1;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;PIK3R1;UQCR10;COX6C;COX6A1;PSMA4;NDUFS6;CAPN2;COX2;MAPK1;COX1;CYTB;CALM1;ND5;ND4
Human T-cell leukemia virus 1 infection	18/219	1.1163564894796e-07	1.10705351873393e-06	0	0	5.04503569110967	80.7610595022755	TGFB1;ITGB2;HLA-C;CD3G;HLA-A;PIK3R1;HLA-F;ITGAL;IL2RG;CD3D;CCND3;IL2RB;MAPK1;CALR;TLN1;B2M;PRKACB;JAK1
Amyotrophic lateral sclerosis	23/364	2.47631277772733e-07	2.35744976439642e-06	0	0	3.8279109884423	58.2275980409136	GABARAPL1;XBP1;COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;UQCR10;COX6C;COX6A1;ACTB;ACTG1;PSMA4;NDUFS6;COX2;COX1;CYTB;PFN1;ND5;ND4
Pathways of neurodegeneration	26/475	6.55174904029044e-07	5.99737027534279e-06	0	0	3.29705973710124	46.9447353738314	COX7B;NDUFB7;CSF1;NDUFA12;ATP8;ATP6;NDUFB2;UBE2L6;UQCR10;PARK7;COX6A1;CAPN2;COX2;MAPK1;COX1;GABARAPL1;XBP1;NDUFA1;ND4L;COX6C;PSMA4;NDUFS6;CYTB;CALM1;ND5;ND4
Human cytomegalovirus infection	17/225	8.27482958506263e-07	7.2941090416478e-06	0	0	4.58944253001334	64.2745796177305	PDIA3;PTGER2;PXN;HLA-C;HLA-A;PIK3R1;HLA-F;RHOA;GNG2;CCL5;RAC2;MAPK1;CALR;CALM1;B2M;PRKACB;JAK1
Th1 and Th2 cell differentiation	11/92	8.75026654326594e-07	7.43772656177605e-06	0	0	7.54475308641975	105.241847483875	ZAP70;IFNG;TBX21;IL2RB;MAPK1;CD3G;CD247;IL2RG;CD3D;RUNX3;JAK1
Viral myocarditis	9/60	1.26554203210914e-06	1.01314500980985e-05	0	0	9.76370887337986	132.591264564037	ITGB2;PRF1;RAC2;HLA-C;HLA-A;ITGAL;HLA-F;ACTB;ACTG1
Leishmaniasis	10/77	1.27707354177713e-06	1.01314500980985e-05	0	0	8.2744915648387	112.292623535005	ITGB1;FCGR3A;TGFB1;ITGA4;IFNG;ITGB2;MAPK1;CYBA;PTPN6;JAK1
Proteasome	8/46	1.5581461081084e-06	1.1611988907338e-05	0	0	11.6228317272053	155.420666665494	PSMA4;IFNG;POMP;PSME1;PSME2;PSMB10;PSMB8;PSMB9
Rap1 signaling pathway	16/210	1.56127581947401e-06	1.1611988907338e-05	0	0	4.62117115778841	61.7850918274361	ITGB1;CSF1;ITGB2;PIK3R1;ITGAL;ACTB;RHOA;ACTG1;RAP1B;CDC42;RAC2;MAPK1;EVL;PFN1;TLN1;CALM1
Chemokine signaling pathway	15/192	2.42695663441059e-06	1.7503505423931e-05	0	0	4.73894408727839	61.2692038860195	CX3CR1;PXN;PIK3R1;ARRB2;RHOA;RAP1B;FGR;CDC42;GNG2;CCL5;RAC2;XCL2;XCL1;MAPK1;PRKACB
Cell adhesion molecules	13/148	3.14777295878714e-06	2.203441071151e-05	0	0	5.36562962962963	67.9761710270237	ITGB1;SELPLG;ITGA4;ITGB2;HLA-C;HLA-A;HLA-F;ITGAL;PTPRC;CD8B;CD8A;ITGB7;CD99
Huntington disease	19/306	3.58972071012182e-06	2.44101008288284e-05	0	0	3.72386759581882	46.6877522326757	COX7B;NDUFB7;NDUFA12;ATP8;ATP6;NDUFB2;NDUFA1;ND4L;UQCR10;COX6C;COX6A1;PSMA4;NDUFS6;COX2;COX1;CYTB;ND5;ND4;POLR2L
